id,event_name,event_image,event_date_time,event_link
119,"""Tuesdays with T"" ~~ Kids Singalong Hour",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99784420%2F257152139109%2F1%2Foriginal.20200429-155937?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=88%2C78%2C1086%2C543&s=e9da3635c3843dccbc658ad436d80087,"Tue, Jun 9, 2020 12:00 PM MDT",https://www.eventbrite.com/e/tuesdays-with-t-kids-singalong-hour-tickets-103472900230?aff=ebdssbonlinesearch
120,STEFANO CORTESE | PIANO SOLO LIVE STREAMING,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101827232%2F440279281250%2F1%2Foriginal.20200526-011007?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1920%2C960&s=9f11ff3156e5304693d4aa0abd8f7ccc,"Wed, Jun 3, 2020 1:30 PM MDT",https://www.eventbrite.com/e/stefano-cortese-piano-solo-live-streaming-tickets-105668984778?aff=ebdssbonlinesearch
121,"Virtual Synth Pop Night: For Fans of Grimes, Tame Impala, M83",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101155772%2F3358207041%2F1%2Foriginal.20200516-200136?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=4216812ceb05926f79721b7dc41c9d89,"Wed, Jun 3, 2020 7:30 PM MDT + 27 more events",https://www.eventbrite.com/e/virtual-synth-pop-night-for-fans-of-grimes-tame-impala-m83-tickets-105582301506?aff=ebdssbonlinesearch
122,Parents in Music: Challenges and Strategies for Balance during a Pandemic,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102079252%2F328544197625%2F1%2Foriginal.20200528-142237?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=1efadcac7a78ff758563ecfc0e12da2b,"Wed, Jun 3, 2020 11:00 AM MDT",https://www.eventbrite.com/e/parents-in-music-challenges-and-strategies-for-balance-during-a-pandemic-tickets-106973466518?aff=ebdssbonlinesearch
123,Work hard playlist hard,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99205148%2F321266268259%2F1%2Foriginal.20200420-150212?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C539%2C1080%2C540&s=74a152618f93dd8140501fcceca4a16e,"Thu, Jun 11, 2020 11:30 AM MDT",https://www.eventbrite.co.uk/e/work-hard-playlist-hard-registration-103275941120?aff=ebdssbonlinesearch
124,Internet Lead Conversion,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101875646%2F242891045389%2F1%2Foriginal.20200526-150700?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1260%2C630&s=5023f6cc0005820b413a3e63a897e362,"Wed, Jun 24, 2020 10:00 AM MDT",https://www.eventbrite.com/e/internet-lead-conversion-tickets-106778834368?aff=ebdssbonlinesearch
125,Composition Online Webinar with Jonathan Allentoff: Arrange Your Own Music!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101914088%2F94184392795%2F1%2Foriginal.20200526-210003?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C659%2C2400%2C1200&s=a544f33d9903a526b53831ae290748e3,"Wed, Jun 3, 2020 12:00 PM MDT",https://www.eventbrite.com/e/composition-online-webinar-with-jonathan-allentoff-arrange-your-own-music-registration-106826183992?aff=ebdssbonlinesearch
126,Eye Witness Release x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101636340%2F301366887888%2F1%2Foriginal.20200522-165755?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C68%2C1920%2C960&s=d27ab417b02668bae98449f25c4f0741,"Wed, Jun 3, 2020 6:00 PM MDT",https://www.eventbrite.com/e/eye-witness-release-x-once-vv-tickets-106411164658?aff=ebdssbonlinesearch
127,4th Anniversary Mess Around x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101822484%2F301366887888%2F1%2Foriginal.20200525-233111?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C98%2C1920%2C960&s=5481cf8c479b0d81a467e9fcc651892d,"Fri, Jun 19, 2020 5:00 PM MDT",https://www.eventbrite.com/e/4th-anniversary-mess-around-x-once-vv-tickets-106691116000?aff=ebdssbonlinesearch
128,"Talking Copyright: 'My Boy Lollipop', 'Enoch Power' To 'Murder She Wrote'",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101726912%2F318561429%2F1%2Foriginal.20200524-121015?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C291%2C1410%2C705&s=dd397339adfac38f40d50c7178b02170,"Mon, Jun 15, 2020 11:00 AM MDT",https://www.eventbrite.co.uk/e/talking-copyright-my-boy-lollipop-enoch-power-to-murder-she-wrote-tickets-106549526502?aff=ebdssbonlinesearch
129,The Playlist Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97846790%2F65485509079%2F1%2Foriginal.20200402-082513?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C40%2C1280%2C640&s=609eec9ec7b65d0ab3dca2391eb9c364,"Wed, Jun 3, 2020 1:00 PM MDT + 43 more events",https://www.eventbrite.com/e/the-playlist-party-tickets-101787266454?aff=ebdssbonlinesearch
130,LOEYCON 2: The Journey,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101421750%2F271841606601%2F1%2Foriginal.20200520-105256?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C633%2C7978%2C3989&s=e328c92b7093874444fb7236a1c6ee8e,"Sat, Jun 6, 2020 6:00 AM MDT",https://www.eventbrite.nl/e/loeycon-2-the-journey-tickets-106083843632?aff=ebdssbonlinesearch
131,Xman’s Hip Hop history and Rap workshop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101606776%2F447915656294%2F1%2Foriginal.20200522-105504?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2048%2C1024&s=16e2e23d365e7eaaa1ed91bdcefcd81e,"Tue, Jun 2, 2020 12:30 PM MDT + 1 more event",https://www.eventbrite.co.uk/e/xmans-hip-hop-history-and-rap-workshop-registration-106234225428?aff=ebdssbonlinesearch
132,Louis Tomlinson Quiz :),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101643980%2F301366887888%2F1%2Foriginal.20200522-181914?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C93%2C1920%2C960&s=18034e5e390314bb2f3a292dfbdb4402,"Sun, Jun 7, 2020 12:00 PM MDT",https://www.eventbrite.com/e/louis-tomlinson-quiz-tickets-107455367898?aff=ebdssbonlinesearch
133,Dark Dance at Sundown x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97846124%2F65485509079%2F1%2Foriginal.20200402-080050?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C40%2C1280%2C640&s=0ff5a17339e0ecba9a72b275fc7084c9,"Sat, Jun 6, 2020 7:00 PM MDT",https://www.eventbrite.com/e/dark-dance-at-sundown-x-once-vv-tickets-106416219778?aff=ebdssbonlinesearch
134,"A ""WIN-ing"" Birthday Party (FREE virtual event)",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101545540%2F223784063248%2F1%2Foriginal.20200521-165354?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=dc16c08e6d4adf970dc44d48c01ac516,"Tue, Jun 9, 2020 5:00 PM MDT",https://www.eventbrite.com/e/a-win-ing-birthday-party-free-virtual-event-tickets-106173253058?aff=ebdssbonlinesearch
135,Healing Summer Solstice Spread by Mama Fiya Tarot x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101568152%2F315304745685%2F1%2Foriginal.20200521-210710?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C30%2C1200%2C600&s=2f9877deec5a01facca8d424a2ec9398,"Thu, Jun 18, 2020 6:00 PM MDT",https://www.eventbrite.com/e/healing-summer-solstice-spread-by-mama-fiya-tarot-x-once-vv-tickets-106254032672?aff=ebdssbonlinesearch
136,Thinking Bout You World Tour we are a custom version of Arianas DWT!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100452610%2F442833131936%2F1%2Foriginal.20200507-185027?w=196&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C14%2C196%2C98&s=995916da63f94d17fca067a043708a87,"Wed, Jun 10, 2020 1:00 PM MDT + 3 more events",https://www.eventbrite.com/e/thinking-bout-you-world-tour-we-are-a-custom-version-of-arianas-dwt-tickets-104676833226?aff=ebdssbonlinesearch
137,Hart House (Virtual) Producers' Circle,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100551814%2F34599784890%2F1%2Foriginal.20200415-204210?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C41%2C1320%2C660&s=751081f9f0e2355eebf09b964e02b381,"Wed, Jun 3, 2020 3:00 PM MDT + 6 more events",https://www.eventbrite.ca/e/hart-house-virtual-producers-circle-tickets-104800787978?aff=ebdssbonlinesearch
138,ZOOM ME OUT TO THE BALLGAME,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101638820%2F138647344920%2F1%2Foriginal.20200522-171530?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C120%2C1920%2C960&s=26084bd5084dade3df126275a2e6d4bc,"Tue, Jun 30, 2020 4:45 PM MDT",https://www.eventbrite.com/e/zoom-me-out-to-the-ballgame-tickets-106414707254?aff=ebdssbonlinesearch
139,فعالية افتراضية مجانية -  ع البلكون,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101676388%2F448516766818%2F1%2Foriginal.20200523-053132?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C45%2C1920%2C960&s=9c60a596c450ac6e1fc6d2e96600d603,"Sat, Jun 6, 2020 2:00 PM MDT",https://www.eventbrite.ca/e/106461501216?aff=ebdssbonlinesearch
140,Quarantine and Chill..... the grownfolks  KARAOKE  NIGHT !!!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102277526%2F24608937104%2F1%2Foriginal.20200531-054130?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C709%2C656%2C328&s=2bdc155257007b81d2cd581b5baed0e5,"Sat, Jun 13, 2020 6:00 PM MDT",https://www.eventbrite.com/e/quarantine-and-chill-the-grownfolks-karaoke-night-tickets-107399906010?aff=ebdssbonlinesearch
141,Barbara Morrison: Black Music Month Tributes,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101373886%2F243712084713%2F1%2Foriginal.20200519-201726?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C527%2C1200%2C600&s=50e83d1622c94240597f59825aea4ef7,"Fri, Jun 5, 2020 9:00 PM MDT + 7 more events",https://www.eventbrite.com/e/barbara-morrison-black-music-month-tributes-tickets-106010363852?aff=ebdssbonlinesearch
142,The World Stage Elegy For The Fallen Soldiers,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101024808%2F243712084713%2F1%2Foriginal.20200514-233708?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C65%2C1280%2C640&s=6de90e19a1ebb5e9f9b08fecaf85efd0,"Sun, Jun 14, 2020 5:00 PM MDT",https://www.eventbrite.com/e/the-world-stage-elegy-for-the-fallen-soldiers-tickets-105468812056?aff=ebdssbonlinesearch
143,Kate Bush - Hounds of Love,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101781010%2F254100041942%2F1%2Foriginal.20200525-123633?w=236&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C3%2C236%2C118&s=4273cb0856d03bb1f5eada3a9e9dd584,"Wed, Jun 3, 2020 12:30 PM MDT",https://www.eventbrite.co.uk/e/kate-bush-hounds-of-love-tickets-106639938928?aff=ebdssbonlinesearch
144,The Satanic Chef x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102179680%2F301366887888%2F1%2Foriginal.20200529-152418?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C93%2C1920%2C960&s=79bb8e2a14706b7deb455159c740536e,"Wed, Jun 10, 2020 6:00 PM MDT",https://www.eventbrite.com/e/the-satanic-chef-x-once-vv-tickets-107232433094?aff=ebdssbonlinesearch
145,VIPKid -Name that Tune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101429090%2F309985013414%2F1%2Foriginal.20200520-130219?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C119%2C960%2C480&s=dac4b50a465caeb02dffb5801a1c05c9,"Wed, Jun 3, 2020 5:30 PM MDT",https://www.eventbrite.com/e/vipkid-name-that-tune-tickets-106085255856?aff=ebdssbonlinesearch
146,Q+A with Sound Artists Lea Bertucci + Amirtha Kidambi,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101478220%2F140490430838%2F1%2Foriginal.20200520-213922?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=10%2C0%2C540%2C270&s=0b1f45233a130b4e59d582409b64ecb7,"Thu, Jun 11, 2020 11:00 AM MDT",https://www.eventbrite.com/e/qa-with-sound-artists-lea-bertucci-amirtha-kidambi-tickets-106159650372?aff=ebdssbonlinesearch
147,A Stah is Born x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101803966%2F315304745685%2F1%2Foriginal.20200525-182909?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C28%2C1200%2C600&s=aa1134fc5d7bf52b3e3d1a1c1950d097,"Thu, Jun 4, 2020 7:00 PM MDT",https://www.eventbrite.com/e/a-stah-is-born-x-once-vv-tickets-105982983958?aff=ebdssbonlinesearch
148,Come Fly with Us - A LIVE Living Room Concert,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101928542%2F33815765907%2F1%2Foriginal.20200527-001813?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C650%2C325&s=715bded15fb3e8706e84090320178c52,"Sat, Jun 6, 2020 7:00 PM MDT",https://www.eventbrite.com/e/come-fly-with-us-a-live-living-room-concert-tickets-106807939422?aff=ebdssbonlinesearch
149,VIRTUAL PIXELATED PARTY SATURDAYS,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99985012%2F244576559975%2F1%2Foriginal.20200501-181307?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=658dc047a65ac3b3e051adf060583dd4,"Sat, Jun 6, 2020 6:00 PM MDT + 7 more events",https://www.eventbrite.com/e/virtual-pixelated-party-saturdays-tickets-104154717564?aff=ebdssbonlinesearch
150,Music Community Hang,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102071106%2F356706026087%2F1%2Foriginal.20200528-125005?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=56%2C0%2C2048%2C1024&s=ec2afd2c32da76a6202c9df58297c820,"Wed, Jun 3, 2020 4:30 PM MDT",https://www.eventbrite.com/e/music-community-hang-tickets-106940808838?aff=ebdssbonlinesearch
151,Mornin Afta's Online R&B Concert for Health Care Workers ,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101148086%2F166671728959%2F1%2Foriginal.20200516-163752?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C156%2C2160%2C1080&s=bcb60b74d9930c07282f0046fd3b1e67,"Fri, Jun 5, 2020 6:00 PM MDT",https://www.eventbrite.com/e/mornin-aftas-online-rb-concert-for-health-care-workers-tickets-105644629932?aff=ebdssbonlinesearch
152,Dear Young Rocker x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102116740%2F301366887888%2F1%2Foriginal.20200528-201318?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C95%2C1920%2C960&s=99630bda5d6603685a1afd58e8eafaeb,"Sat, Jun 20, 2020 6:00 PM MDT",https://www.eventbrite.com/e/dear-young-rocker-x-once-vv-tickets-107134835176?aff=ebdssbonlinesearch
153,Tie Dye with Julie Rhodes x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101639138%2F301366887888%2F1%2Foriginal.20200522-172546?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C78%2C1920%2C960&s=b0abc82d1ac24e30199cfb7fffcc9630,"Sat, Jun 13, 2020 5:00 PM MDT",https://www.eventbrite.com/e/tie-dye-with-julie-rhodes-x-once-vv-tickets-106414711266?aff=ebdssbonlinesearch
154,Sunday Funday - Instagram Live DJ Set,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98698484%2F238117199762%2F1%2Foriginal.20200414-202522?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=291c68d97c9e714ffa65163a7409f54d,"Sun, Jun 7, 2020 5:00 PM MDT + 16 more events",https://www.eventbrite.com/e/sunday-funday-instagram-live-dj-set-tickets-102719930076?aff=ebdssbonlinesearch
155,San Fernando Valley Youth Chorus Virtual Spring Sing Concert!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102182836%2F243712084713%2F1%2Foriginal.20200529-155635?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C27%2C4098%2C2049&s=19d84c2c576356fe574a980ea6481e2c,"Sun, Jun 28, 2020 4:00 PM MDT",https://www.eventbrite.com/e/san-fernando-valley-youth-chorus-virtual-spring-sing-concert-tickets-106279003360?aff=ebdssbonlinesearch
156,Elite Performance Group,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100163944%2F218856579631%2F1%2Foriginal.20200504-202830?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C100%2C650%2C325&s=2394cffad2c9d0ad05bfe6d01595042b,"Thu, Jun 4, 2020 5:00 PM MDT + 2 more events",https://www.eventbrite.ca/e/elite-performance-group-tickets-104361614398?aff=ebdssbonlinesearch
157,Urban Lyrics Exhibition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101893594%2F201972396926%2F1%2Foriginal.20200526-174736?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C239%2C750%2C375&s=264719de2c08f6d28afae8026a0d94d9,"Fri, Jun 12, 2020 5:00 PM MDT",https://www.eventbrite.com/e/urban-lyrics-exhibition-tickets-106799046824?aff=ebdssbonlinesearch
158,"Will Orchard, Maya Lucia, Jesus the Dinosaur x ONCE VV",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101572540%2F301366887888%2F1%2Foriginal.20200521-220834?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C109%2C1920%2C960&s=31ea9edc8553f92f48a7a48795b63035,"Thu, Jun 25, 2020 6:00 PM MDT",https://www.eventbrite.com/e/will-orchard-maya-lucia-jesus-the-dinosaur-x-once-vv-tickets-106275948222?aff=ebdssbonlinesearch
159,Disq + Honey Cutt x ONCE VV,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101075426%2F301366887888%2F1%2Foriginal.20200515-150042?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=9ecca8f36101743ef497cc40303e0136,"Fri, Jun 5, 2020 6:00 PM MDT",https://www.eventbrite.com/e/disq-honey-cutt-x-once-vv-tickets-105537680042?aff=ebdssbonlinesearch
160,Indie For Indie - Navigating the New Normal,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101403184%2F172960118698%2F1%2Foriginal.20200520-040859?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c5b682d04eb3bc742f03901328556c36,"Fri, Jun 5, 2020 3:00 PM MDT",https://www.eventbrite.ca/e/indie-for-indie-navigating-the-new-normal-tickets-106049109742?aff=ebdssbonlinesearch
161,Spring Group Voice Virtual Recital,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101813706%2F182473031193%2F1%2Foriginal.20200525-205005?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=381%2C0%2C3556%2C1778&s=bcc54b5e2b5a831c7ac8a365fad2b137,"Wed, Jun 10, 2020 5:00 PM MDT",https://www.eventbrite.com/e/spring-group-voice-virtual-recital-tickets-106681912472?aff=ebdssbonlinesearch
162,Condition Music Video Release Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102033398%2F39093935260%2F1%2Foriginal.20200528-001627?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0988e169d61512fa9e7b41557ed76d63,"Fri, Jun 5, 2020 5:00 PM MDT",https://www.eventbrite.com/e/condition-music-video-release-party-tickets-107015811172?aff=ebdssbonlinesearch
163,Floodgate Operators Live Stream From Crested Butte Public House,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102031762%2F217681785235%2F1%2Foriginal.20200527-234643?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C341%2C2048%2C1024&s=71919b67f0a7239c6f2ef9317b92bf4c,"Fri, Jun 5, 2020 6:30 PM MDT",https://www.eventbrite.com/e/floodgate-operators-live-stream-from-crested-butte-public-house-tickets-107006663812?aff=ebdssbonlinesearch
164,The X Beats ,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100553850%2F143676335144%2F1%2Foriginal.20200508-214801?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=352c62273c69c5f733f1f216afc6ea3d,"Mon, Jun 1, 2020 1:30 PM MDT + 7 more events",https://www.eventbrite.com/e/the-x-beats-tickets-101936685370?aff=ebdssbonlinesearch
165,The Smoking Area (UK)- chill & chat with new ppl,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101158000%2F447151252664%2F1%2Foriginal.20200516-210525?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1308%2C654&s=4993ed65f85c57dcf35d806d7f2e3ae4,"Fri, Jun 5, 2020 1:30 PM MDT + 7 more events",https://www.eventbrite.co.uk/e/the-smoking-area-uk-chill-chat-with-new-ppl-registration-105655741166?aff=ebdssbonlinesearch
166,Anthone Ray: TRIATHLON Virtual Listening Tour,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101386532%2F338039702111%2F1%2Foriginal.20200519-225257?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=46ac23333bf8700093055f5cfe71d414,"Thu, Jun 4, 2020 6:00 PM MDT + 2 more events",https://www.eventbrite.com/e/anthone-ray-triathlon-virtual-listening-tour-tickets-106023617494?aff=ebdssbonlinesearch
167,Peter Katz - Online Audio/Video Training Session (Free),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102109016%2F438331473374%2F1%2Foriginal.20200528-185628?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C2%2C1440%2C720&s=270414dadf178ab8d45b4901a865a6aa,"Thu, Jun 4, 2020 5:00 PM MDT",https://www.eventbrite.ca/e/peter-katz-online-audiovideo-training-session-free-tickets-106862988074?aff=ebdssbonlinesearch
168,Not Another 90's Party | A Virtual Dance Experience w/ DJ Hasan Insane,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101966842%2F413703821175%2F1%2Foriginal.20200527-130155?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2048%2C1024&s=332fb1a2b625b626b898281ef81559a8,"Thu, Jun 4, 2020 3:00 PM MDT",https://www.eventbrite.com/e/not-another-90s-party-a-virtual-dance-experience-w-dj-hasan-insane-tickets-106918811042?aff=ebdssbonlinesearch
169,8 letters Home Tour,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101182566%2F447234106610%2F1%2Foriginal.20200517-162354?w=302&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C8%2C302%2C151&s=91a4f06ca771f58b22c96ba24f204185,"Sat, Jun 6, 2020 1:30 PM MDT",https://www.eventbrite.com/e/8-letters-home-tour-tickets-105697008598?aff=ebdssbonlinesearch
170,Urban Music Makers are the Key to Music Preservation Initiatives in Ghana,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101920006%2F449133199854%2F1%2Foriginal.20200526-220718?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C128%2C2048%2C1024&s=e159900916af66f097143c9673646916,"Thu, Jun 11, 2020 12:00 PM MDT",https://www.eventbrite.com/e/urban-music-makers-are-the-key-to-music-preservation-initiatives-in-ghana-tickets-106831704504?aff=ebdssbonlinesearch
171,SYPC-ZOOM by Steinway Piano Gallery Ottawa,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101584108%2F218856579631%2F1%2Foriginal.20200401-212735?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C32%2C836%2C418&s=285c6e4cace5177f178613170a1d9a86,"Wed, Jun 17, 2020 5:00 PM MDT",https://www.eventbrite.ca/e/sypc-zoom-by-steinway-piano-gallery-ottawa-tickets-106292686286?aff=ebdssbonlinesearch
172,CLT Gamecocks Live from the Coop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102075410%2F130840604609%2F1%2Foriginal.20200528-134605?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=f5628830152e47f6f1c87b41a9e1882c,"Fri, Jun 12, 2020 4:00 PM MDT + 2 more events",https://www.eventbrite.com/e/clt-gamecocks-live-from-the-coop-tickets-107086398300?aff=ebdssbonlinesearch
173,SYPC-ZOOM by Steinway Piano Gallery Ottawa,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101583336%2F218856579631%2F1%2Foriginal.20200401-212735?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C32%2C836%2C418&s=c1419346084b09ab36e3ebb290d06fbb,"Wed, Jun 10, 2020 5:00 PM MDT",https://www.eventbrite.ca/e/sypc-zoom-by-steinway-piano-gallery-ottawa-tickets-106290080492?aff=ebdssbonlinesearch
174,Tune In With Katumba - Build Your Own Upcycled Instrument!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101981606%2F30834230237%2F1%2Foriginal.20200527-152318?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=28936c3106241b588500158561771881,"Wed, Jun 3, 2020 12:30 PM MDT",https://www.eventbrite.co.uk/e/tune-in-with-katumba-build-your-own-upcycled-instrument-tickets-106916022702?aff=ebdssbonlinesearch
